invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-X-148,2026-04-03,2026-04-17,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 148,,"Floor 15, Office 8",Ajman,AJ,AE,,,1,Compliance Audit Fees,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-149,2026-04-04,2026-04-25,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 149,100272201750,"Floor 15, Office 9",Ras Al Khaimah,RK,AE,L-600149,DED,1,Strategic Cloud Consulting,EA,10,500.0,5000.0,Z,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-150,2026-04-02,2026-04-29,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 150,,"Floor 16, Office 0",Abu Dhabi,AZ,AE,,,1,Data Analytics Workshop,EA,8,1200.0,9600.0,E,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-X-151,2026-04-01,2026-04-18,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 151,,"Floor 16, Office 1",Abu Dhabi,AZ,AE,,,1,Managed Security Services,EA,3,2500.0,7500.0,E,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-X-152,2026-04-02,2026-04-16,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 152,,"Floor 16, Office 2",Fujairah,FU,AE,,,1,Annual Platform Support,EA,10,1200.0,12000.0,S,0.05,600.0,12000.0,12600.0,12600.0
INV-2026-X-153,2026-04-05,2026-04-26,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 153,100891721605,"Floor 16, Office 3",Abu Dhabi,AZ,AE,L-600153,DED,1,Managed Security Services,EA,8,100.0,800.0,S,0.05,40.0,800.0,840.0,840.0
INV-2026-X-154,2026-04-05,2026-04-24,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 154,,"Floor 16, Office 4",Ras Al Khaimah,RK,AE,,,1,Compliance Audit Fees,EA,7,500.0,3500.0,Z,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-155,2026-04-04,2026-04-17,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 155,100606671339,"Floor 16, Office 5",Fujairah,FU,AE,L-600155,DED,1,Annual Platform Support,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-X-156,2026-04-04,2026-05-01,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 156,100907284427,"Floor 16, Office 6",Umm Al Quwain,UQ,AE,L-600156,DED,1,Managed Security Services,EA,6,500.0,3000.0,E,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-X-157,2026-04-06,2026-04-24,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 157,100934409997,"Floor 16, Office 7",Umm Al Quwain,UQ,AE,L-600157,DED,1,Compliance Audit Fees,EA,4,500.0,2000.0,E,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-158,2026-04-04,2026-04-23,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 158,100937566771,"Floor 16, Office 8",Abu Dhabi,AZ,AE,L-600158,DED,1,Data Analytics Workshop,EA,5,100.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-159,2026-04-06,2026-04-19,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 159,100509124355,"Floor 16, Office 9",Ajman,AJ,AE,L-600159,DED,1,Network Infrastructure Gear,EA,8,500.0,4000.0,S,0.05,200.0,4000.0,4200.0,4200.0
INV-2026-X-160,2026-04-01,2026-04-30,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 160,100741943024,"Floor 17, Office 0",Ajman,AJ,AE,L-600160,DED,1,Annual Platform Support,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-161,2026-04-06,2026-04-27,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 161,100675871474,"Floor 17, Office 1",Umm Al Quwain,UQ,AE,L-600161,DED,1,Annual Platform Support,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-162,2026-04-04,2026-04-26,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 162,,"Floor 17, Office 2",Abu Dhabi,AZ,AE,,,1,Network Infrastructure Gear,EA,3,500.0,1500.0,S,0.05,75.0,1500.0,1575.0,1575.0
INV-2026-X-163,2026-04-06,2026-04-19,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 163,100944360881,"Floor 17, Office 3",Ajman,AJ,AE,L-600163,DED,1,Strategic Cloud Consulting,EA,6,100.0,600.0,E,0.0,0.0,600.0,600.0,600.0
INV-2026-X-164,2026-04-05,2026-04-16,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 164,100146939892,"Floor 17, Office 4",Ras Al Khaimah,RK,AE,L-600164,DED,1,Strategic Cloud Consulting,EA,3,2500.0,7500.0,Z,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-X-165,2026-04-02,2026-04-30,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 165,100294936890,"Floor 17, Office 5",Ras Al Khaimah,RK,AE,L-600165,DED,1,Strategic Cloud Consulting,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-166,2026-04-05,2026-04-21,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 166,100636017910,"Floor 17, Office 6",Ras Al Khaimah,RK,AE,L-600166,DED,1,Network Infrastructure Gear,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-167,2026-04-02,2026-04-18,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 167,,"Floor 17, Office 7",Umm Al Quwain,UQ,AE,,,1,Compliance Audit Fees,EA,2,500.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-X-168,2026-04-02,2026-04-19,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 168,100670183415,"Floor 17, Office 8",Ras Al Khaimah,RK,AE,L-600168,DED,1,Compliance Audit Fees,EA,10,500.0,5000.0,Z,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-169,2026-04-02,2026-04-25,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 169,100276443550,"Floor 17, Office 9",Sharjah,SH,AE,L-600169,DED,1,Compliance Audit Fees,EA,8,2500.0,20000.0,S,0.05,1000.0,20000.0,21000.0,21000.0
INV-2026-X-170,2026-04-02,2026-04-25,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 170,,"Floor 18, Office 0",Dubai,DU,AE,,,1,Annual Platform Support,EA,2,100.0,200.0,Z,0.0,0.0,200.0,200.0,200.0
INV-2026-X-171,2026-04-04,2026-04-24,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 171,100131969485,"Floor 18, Office 1",Abu Dhabi,AZ,AE,L-600171,DED,1,Managed Security Services,EA,3,1200.0,3600.0,Z,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-172,2026-04-03,2026-04-24,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 172,,"Floor 18, Office 2",Fujairah,FU,AE,,,1,Strategic Cloud Consulting,EA,7,2500.0,17500.0,S,0.05,875.0,17500.0,18375.0,18375.0
INV-2026-X-173,2026-04-03,2026-04-17,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 173,,"Floor 18, Office 3",Ras Al Khaimah,RK,AE,,,1,Strategic Cloud Consulting,EA,7,2500.0,17500.0,E,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-X-174,2026-04-02,2026-04-16,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 174,,"Floor 18, Office 4",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,5,1200.0,6000.0,Z,0.0,0.0,6000.0,6000.0,6000.0
INV-2026-X-175,2026-04-06,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 175,100765796906,"Floor 18, Office 5",Dubai,DU,AE,L-600175,DED,1,Network Infrastructure Gear,EA,9,500.0,4500.0,S,0.05,225.0,4500.0,4725.0,4725.0
INV-2026-X-176,2026-04-05,2026-04-17,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 176,100616358070,"Floor 18, Office 6",Fujairah,FU,AE,L-600176,DED,1,Strategic Cloud Consulting,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-177,2026-04-05,2026-04-26,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 177,100572786803,"Floor 18, Office 7",Sharjah,SH,AE,L-600177,DED,1,Data Analytics Workshop,EA,3,1200.0,3600.0,E,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-X-178,2026-04-03,2026-04-30,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 178,,"Floor 18, Office 8",Dubai,DU,AE,,,1,Network Infrastructure Gear,EA,3,500.0,1500.0,Z,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-179,2026-04-06,2026-04-17,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 179,100196301065,"Floor 18, Office 9",Sharjah,SH,AE,L-600179,DED,1,Compliance Audit Fees,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-180,2026-04-06,2026-04-27,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 180,100984594594,"Floor 19, Office 0",Ras Al Khaimah,RK,AE,L-600180,DED,1,Strategic Cloud Consulting,EA,4,500.0,2000.0,Z,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-181,2026-04-05,2026-04-30,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 181,100208044127,"Floor 19, Office 1",Abu Dhabi,AZ,AE,L-600181,DED,1,Compliance Audit Fees,EA,8,2500.0,20000.0,E,0.0,0.0,20000.0,20000.0,20000.0
INV-2026-X-182,2026-04-05,2026-04-27,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 182,100678877500,"Floor 19, Office 2",Ajman,AJ,AE,L-600182,DED,1,Enterprise ERP License,EA,5,100.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-X-183,2026-04-06,2026-04-16,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 183,100978427704,"Floor 19, Office 3",Umm Al Quwain,UQ,AE,L-600183,DED,1,Data Analytics Workshop,EA,10,500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-X-184,2026-04-02,2026-04-20,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 184,,"Floor 19, Office 4",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,1,1200.0,1200.0,Z,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-185,2026-04-01,2026-04-19,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 185,100881308635,"Floor 19, Office 5",Ras Al Khaimah,RK,AE,L-600185,DED,1,Annual Platform Support,EA,1,1200.0,1200.0,Z,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-186,2026-04-04,2026-04-20,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 186,100596252698,"Floor 19, Office 6",Sharjah,SH,AE,L-600186,DED,1,Strategic Cloud Consulting,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-187,2026-04-04,2026-04-24,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 187,100822295425,"Floor 19, Office 7",Dubai,DU,AE,L-600187,DED,1,Strategic Cloud Consulting,EA,4,500.0,2000.0,S,0.05,100.0,2000.0,2100.0,2100.0
INV-2026-X-188,2026-04-01,2026-04-16,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 188,,"Floor 19, Office 8",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,4,500.0,2000.0,E,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-189,2026-04-01,2026-04-30,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 189,100533310885,"Floor 19, Office 9",Sharjah,SH,AE,L-600189,DED,1,Network Infrastructure Gear,EA,5,100.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-X-190,2026-04-05,2026-04-24,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 190,,"Floor 20, Office 0",Ajman,AJ,AE,,,1,Annual Platform Support,EA,8,100.0,800.0,S,0.05,40.0,800.0,840.0,840.0
INV-2026-X-191,2026-04-01,2026-04-20,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 191,100914765641,"Floor 20, Office 1",Dubai,DU,AE,L-600191,DED,1,Strategic Cloud Consulting,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-192,2026-04-05,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 192,100487493034,"Floor 20, Office 2",Dubai,DU,AE,L-600192,DED,1,Data Analytics Workshop,EA,7,1200.0,8400.0,S,0.05,420.0,8400.0,8820.0,8820.0
INV-2026-X-193,2026-04-05,2026-04-27,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 193,,"Floor 20, Office 3",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-X-194,2026-04-03,2026-04-26,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 194,,"Floor 20, Office 4",Umm Al Quwain,UQ,AE,,,1,Managed Security Services,EA,4,2500.0,10000.0,S,0.05,500.0,10000.0,10500.0,10500.0
INV-2026-X-195,2026-04-06,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 195,100825138201,"Floor 20, Office 5",Ras Al Khaimah,RK,AE,L-600195,DED,1,Annual Platform Support,EA,4,1200.0,4800.0,S,0.05,240.0,4800.0,5040.0,5040.0
INV-2026-X-196,2026-04-03,2026-04-24,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 196,100307283869,"Floor 20, Office 6",Abu Dhabi,AZ,AE,L-600196,DED,1,Network Infrastructure Gear,EA,1,100.0,100.0,Z,0.0,0.0,100.0,100.0,100.0
INV-2026-X-197,2026-04-01,2026-04-20,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 197,,"Floor 20, Office 7",Fujairah,FU,AE,,,1,Data Analytics Workshop,EA,10,100.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-X-198,2026-04-01,2026-04-26,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 198,100366424927,"Floor 20, Office 8",Fujairah,FU,AE,L-600198,DED,1,Strategic Cloud Consulting,EA,5,500.0,2500.0,Z,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-199,2026-04-06,2026-04-27,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 199,,"Floor 20, Office 9",Ras Al Khaimah,RK,AE,,,1,Annual Platform Support,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-X-200,2026-04-05,2026-04-21,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 200,100263967756,"Floor 21, Office 0",Ajman,AJ,AE,L-600200,DED,1,Compliance Audit Fees,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-201,2026-04-02,2026-05-01,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 201,100454126100,"Floor 21, Office 1",Sharjah,SH,AE,L-600201,DED,1,Annual Platform Support,EA,2,100.0,200.0,S,0.05,10.0,200.0,210.0,210.0
INV-2026-X-202,2026-04-03,2026-05-01,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 202,100859954972,"Floor 21, Office 2",Abu Dhabi,AZ,AE,L-600202,DED,1,Managed Security Services,EA,9,1200.0,10800.0,Z,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-X-203,2026-04-04,2026-04-18,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 203,,"Floor 21, Office 3",Ras Al Khaimah,RK,AE,,,1,Annual Platform Support,EA,1,500.0,500.0,Z,0.0,0.0,500.0,500.0,500.0
INV-2026-X-204,2026-04-03,2026-04-20,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 204,100257832581,"Floor 21, Office 4",Umm Al Quwain,UQ,AE,L-600204,DED,1,Compliance Audit Fees,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-205,2026-04-04,2026-04-18,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 205,100399907242,"Floor 21, Office 5",Ras Al Khaimah,RK,AE,L-600205,DED,1,Managed Security Services,EA,9,500.0,4500.0,S,0.05,225.0,4500.0,4725.0,4725.0
INV-2026-X-206,2026-04-04,2026-04-22,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 206,100205138466,"Floor 21, Office 6",Umm Al Quwain,UQ,AE,L-600206,DED,1,Data Analytics Workshop,EA,3,500.0,1500.0,Z,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-X-207,2026-04-02,2026-04-30,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 207,,"Floor 21, Office 7",Ajman,AJ,AE,,,1,Data Analytics Workshop,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-208,2026-04-04,2026-04-18,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 208,100564271973,"Floor 21, Office 8",Abu Dhabi,AZ,AE,L-600208,DED,1,Network Infrastructure Gear,EA,4,1200.0,4800.0,S,0.05,240.0,4800.0,5040.0,5040.0
INV-2026-X-209,2026-04-04,2026-04-21,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 209,,"Floor 21, Office 9",Sharjah,SH,AE,,,1,Annual Platform Support,EA,2,2500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-X-210,2026-04-05,2026-04-24,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 210,100150656844,"Floor 22, Office 0",Fujairah,FU,AE,L-600210,DED,1,Annual Platform Support,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-211,2026-04-01,2026-05-01,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 211,100237099478,"Floor 22, Office 1",Dubai,DU,AE,L-600211,DED,1,Managed Security Services,EA,8,2500.0,20000.0,Z,0.0,0.0,20000.0,20000.0,20000.0
INV-2026-X-212,2026-04-02,2026-04-28,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 212,,"Floor 22, Office 2",Sharjah,SH,AE,,,1,Data Analytics Workshop,EA,1,500.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-X-213,2026-04-02,2026-04-29,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 213,100680374684,"Floor 22, Office 3",Sharjah,SH,AE,L-600213,DED,1,Data Analytics Workshop,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-214,2026-04-03,2026-04-17,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 214,,"Floor 22, Office 4",Dubai,DU,AE,,,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,E,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-X-215,2026-04-05,2026-04-25,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 215,100831003798,"Floor 22, Office 5",Abu Dhabi,AZ,AE,L-600215,DED,1,Data Analytics Workshop,EA,10,500.0,5000.0,E,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-216,2026-04-01,2026-04-25,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 216,,"Floor 22, Office 6",Umm Al Quwain,UQ,AE,,,1,Managed Security Services,EA,6,2500.0,15000.0,Z,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-X-217,2026-04-05,2026-04-27,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 217,100924730439,"Floor 22, Office 7",Abu Dhabi,AZ,AE,L-600217,DED,1,Data Analytics Workshop,EA,3,100.0,300.0,E,0.0,0.0,300.0,300.0,300.0
INV-2026-X-218,2026-04-05,2026-04-24,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 218,,"Floor 22, Office 8",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-219,2026-04-02,2026-04-25,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 219,100647270023,"Floor 22, Office 9",Fujairah,FU,AE,L-600219,DED,1,Compliance Audit Fees,EA,1,500.0,500.0,Z,0.0,0.0,500.0,500.0,500.0
INV-2026-X-220,2026-04-06,2026-04-18,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 220,100985806883,"Floor 23, Office 0",Umm Al Quwain,UQ,AE,L-600220,DED,1,Strategic Cloud Consulting,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-221,2026-04-06,2026-04-21,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 221,100409087113,"Floor 23, Office 1",Ajman,AJ,AE,L-600221,DED,1,Enterprise ERP License,EA,10,100.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
